Order_ID,Order_Date,Region,City,Segment,Channel,Category,Subcategory,Product_ID,Customer_ID,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Year,Month,Month_Name,Quarter
SO03013,2023-04-30,West,Ahmedabad,Consumer,Online,Office Supplies,Binders,P10029,C1333,9,1012.69,0.4201,5284.95,2915.36,2369.58,0.4483637498935657,2023,4,Apr,Q2
SO03014,2023-07-25,Central,Indore,Corporate,Online,Technology,Phones,P10029,C1409,8,19409.88,0.2891,110393.74,66659.5,43734.24,0.396165942018089,2023,7,Jul,Q3
SO03015,2025-02-14,West,Pune,Consumer,Online,Technology,Printers,P10002,C1407,7,17264.59,0.1903,97856.06,77233.37,20622.69,0.2107451495594652,2025,2,Feb,Q1
SO03016,2024-02-13,Central,Indore,Corporate,Distributor,Office Supplies,Paper,P10006,C1591,5,781.15,0.2294,3009.75,1997.43,1012.32,0.33634687266384256,2024,2,Feb,Q1
SO03017,2025-05-18,North,Jaipur,Consumer,Online,Technology,Phones,P10053,C1183,10,15332.96,0.213,120665.49,87095.93,33569.56,0.2782034863489138,2025,5,May,Q2
SO03018,2025-07-10,North,Chandigarh,Corporate,Online,Furniture,Bookcases,P10036,C1395,9,7253.73,0.392,39694.35,27663.93,12030.42,0.303076382407068,2025,7,Jul,Q3
SO03019,2024-03-27,South,Kochi,Consumer,Online,Technology,Laptops,P10030,C1090,4,23454.7,0.2245,72754.15,43976.15,28778.01,0.39555145651485174,2024,3,Mar,Q1
SO03020,2023-12-07,North,Lucknow,Consumer,Retail Store,Furniture,Storage,P10069,C1520,2,10196.19,0.1072,18206.95,13921.07,4285.88,0.23539802108535476,2023,12,Dec,Q4
SO03021,2024-07-15,South,Chennai,Consumer,Distributor,Furniture,Chairs,P10051,C1162,10,7806.48,0.3894,47664.32,37675.19,9989.12,0.20957227544628773,2024,7,Jul,Q3
SO03022,2023-04-02,South,Kochi,Corporate,Online,Office Supplies,Envelopes,P10053,C1043,1,1038.21,0.1613,870.72,415.66,455.06,0.522624954061007,2023,4,Apr,Q2
SO03023,2024-05-25,Central,Nagpur,Corporate,Retail Store,Technology,Printers,P10018,C1324,5,11707.59,0.0756,54114.42,36628.06,17486.36,0.3231367905264438,2024,5,May,Q2
SO03024,2023-12-05,Central,Indore,Corporate,Retail Store,Technology,Laptops,P10100,C1431,9,18616.47,0.3636,106624.63,71230.73,35393.9,0.33194863138094827,2023,12,Dec,Q4
SO03025,2023-08-10,North,Chandigarh,Consumer,Online,Furniture,Storage,P10071,C1518,3,10756.16,0.1779,26528.24,18087.91,8440.33,0.3181639641378395,2023,8,Aug,Q3
SO03026,2025-04-22,South,Hyderabad,Consumer,Retail Store,Office Supplies,Envelopes,P10005,C1288,7,1191.12,0.111,7412.04,4511.69,2900.35,0.3913025293981144,2025,4,Apr,Q2
SO03027,2025-01-11,South,Kochi,Consumer,Online,Technology,Laptops,P10095,C1162,1,1376.09,0.2909,975.8,630.93,344.87,0.3534228325476532,2025,1,Jan,Q1
SO03028,2025-04-14,North,Jaipur,Consumer,Online,Furniture,Chairs,P10027,C1410,10,5883.73,0.4071,34882.42,26661.06,8221.35,0.23568748957211114,2025,4,Apr,Q2
SO03029,2024-12-17,East,Guwahati,Home Office,Distributor,Office Supplies,Binders,P10070,C1369,8,1124.69,0.5215,4305.27,2897.35,1407.92,0.32702246316723455,2024,12,Dec,Q4
SO03030,2024-02-14,South,Chennai,Consumer,Online,Office Supplies,Paper,P10090,C1007,7,1159.42,0.2608,5999.43,3875.78,2123.65,0.35397529431962704,2024,2,Feb,Q1
SO03031,2024-04-24,South,Kochi,Home Office,Online,Office Supplies,Paper,P10058,C1252,5,1291.22,0.2418,4894.92,3084.77,1810.15,0.3698017536548095,2024,4,Apr,Q2
SO03032,2025-01-07,North,Delhi,Consumer,Retail Store,Furniture,Storage,P10017,C1270,1,14355.12,0.13,12488.45,8692.32,3796.12,0.30397046871309086,2025,1,Jan,Q1
SO03033,2023-09-28,South,Hyderabad,Corporate,Online,Furniture,Storage,P10038,C1542,9,5836.45,0.1913,42480.54,28568.29,13912.26,0.32749724932875146,2023,9,Sep,Q3
SO03034,2023-11-03,South,Kochi,Corporate,Retail Store,Technology,Accessories,P10050,C1394,1,21359.19,0.1157,18887.89,12349.45,6538.44,0.34617101221999913,2023,11,Nov,Q4
SO03035,2024-12-25,South,Bengaluru,Consumer,Distributor,Furniture,Bookcases,P10068,C1152,9,6004.64,0.3695,34073.74,24304.22,9769.53,0.2867172784672302,2024,12,Dec,Q4
SO03036,2023-08-04,West,Ahmedabad,Consumer,Online,Office Supplies,Paper,P10021,C1327,3,1122.46,0.375,2104.63,1351.17,753.47,0.35800592028052436,2023,8,Aug,Q3
SO03037,2023-02-04,North,Chandigarh,Corporate,Online,Technology,Printers,P10023,C1472,4,17303.25,0.1054,61915.52,43012.76,18902.76,0.305299220615445,2023,2,Feb,Q1
SO03038,2025-02-12,North,Delhi,Consumer,Distributor,Office Supplies,Paper,P10075,C1041,3,909.43,0.1807,2235.33,1287.0,948.34,0.4242505580831466,2025,2,Feb,Q1
SO03039,2024-03-08,West,Mumbai,Consumer,Distributor,Office Supplies,Pens,P10004,C1278,4,883.01,0.2718,2571.97,1433.67,1138.3,0.4425790347476837,2024,3,Mar,Q1
SO03040,2025-06-14,South,Hyderabad,Consumer,Distributor,Furniture,Bookcases,P10060,C1593,9,9049.64,0.438,45776.04,35474.21,10301.82,0.2250483003772279,2025,6,Jun,Q2
SO03041,2023-04-15,North,Lucknow,Corporate,Retail Store,Technology,Laptops,P10073,C1111,6,13717.25,0.2644,60541.0,36746.33,23794.67,0.3930339769742819,2023,4,Apr,Q2
SO03042,2024-02-26,South,Kochi,Consumer,Retail Store,Furniture,Storage,P10081,C1206,10,7286.48,0.2727,52993.24,40365.04,12628.2,0.23829831880443622,2024,2,Feb,Q1
SO03043,2024-09-30,South,Chennai,Corporate,Online,Office Supplies,Paper,P10014,C1553,4,1056.5,0.1449,3613.6,2101.51,1512.09,0.41844421075935356,2024,9,Sep,Q3
SO03044,2023-05-06,North,Lucknow,Consumer,Retail Store,Office Supplies,Binders,P10094,C1050,1,701.56,0.258,520.53,294.41,226.11,0.43438418534954765,2023,5,May,Q2
SO03045,2024-01-26,South,Bengaluru,Consumer,Online,Technology,Laptops,P10061,C1094,1,19580.76,0.2124,15421.89,10614.57,4807.32,0.3117205478705917,2024,1,Jan,Q1
SO03046,2024-10-08,South,Kochi,Consumer,Online,Technology,Phones,P10027,C1395,10,22324.72,0.1439,191118.9,136121.75,54997.15,0.2877640568253585,2024,10,Oct,Q4
SO03047,2025-12-18,South,Chennai,Corporate,Retail Store,Furniture,Bookcases,P10046,C1182,8,8625.07,0.1506,58610.73,47042.8,11567.93,0.1973688094313106,2025,12,Dec,Q4
SO03048,2023-07-02,Central,Bhopal,Home Office,Retail Store,Furniture,Storage,P10084,C1583,7,9303.02,0.0726,60390.83,39560.98,20829.85,0.34491743200085173,2023,7,Jul,Q3
SO03049,2025-05-30,West,Pune,Consumer,Retail Store,Technology,Accessories,P10044,C1041,1,37154.56,0.2582,27562.19,17252.37,10309.82,0.3740566333807292,2025,5,May,Q2
SO03050,2023-07-16,South,Hyderabad,Home Office,Online,Office Supplies,Pens,P10088,C1482,8,790.19,0.1421,5423.55,3245.51,2178.04,0.401589364899374,2023,7,Jul,Q3
SO03051,2025-10-16,West,Surat,Corporate,Retail Store,Furniture,Tables,P10038,C1251,7,8269.97,0.248,43534.02,27784.92,15749.1,0.3617653504087149,2025,10,Oct,Q4
SO03052,2025-08-12,Central,Nagpur,Home Office,Distributor,Furniture,Chairs,P10088,C1105,10,3195.53,0.3433,20986.25,17172.53,3813.72,0.18172470069688484,2025,8,Aug,Q3
SO03053,2025-02-22,East,Kolkata,Corporate,Retail Store,Furniture,Chairs,P10049,C1361,7,9700.68,0.3062,47115.35,29084.52,18030.83,0.38269544851094184,2025,2,Feb,Q1
SO03054,2025-11-05,East,Guwahati,Consumer,Retail Store,Technology,Accessories,P10097,C1569,7,19312.88,0.2011,107997.92,68489.2,39508.72,0.36582852706792873,2025,11,Nov,Q4
SO03055,2024-07-27,West,Surat,Home Office,Online,Furniture,Tables,P10014,C1131,7,6624.24,0.2734,33693.84,26904.33,6789.52,0.20150626939523666,2024,7,Jul,Q3
SO03056,2025-10-25,East,Bhubaneswar,Home Office,Retail Store,Technology,Accessories,P10090,C1309,1,26340.66,0.3261,17751.11,11693.1,6058.01,0.3412749963241735,2025,10,Oct,Q4
SO03057,2023-01-16,West,Surat,Corporate,Online,Technology,Printers,P10016,C1229,1,29873.16,0.55,13442.92,8990.61,4452.31,0.33120110809258707,2023,1,Jan,Q1
SO03058,2025-01-11,South,Kochi,Corporate,Retail Store,Furniture,Bookcases,P10068,C1336,3,9933.85,0.3475,19445.58,15278.16,4167.42,0.21431194132548373,2025,1,Jan,Q1
SO03059,2024-02-23,West,Ahmedabad,Consumer,Distributor,Technology,Printers,P10055,C1378,3,18182.53,0.3222,36969.7,25615.81,11353.88,0.3071131223677769,2024,2,Feb,Q1
SO03060,2023-07-27,East,Kolkata,Consumer,Retail Store,Office Supplies,Binders,P10030,C1256,3,1307.01,0.2893,2786.85,1719.7,1067.15,0.38292337226617873,2023,7,Jul,Q3
SO03061,2025-08-01,Central,Raipur,Consumer,Online,Office Supplies,Pens,P10013,C1473,7,1099.5,0.0742,7125.45,4689.14,2436.31,0.3419166508781902,2025,8,Aug,Q3
SO03062,2025-03-06,South,Hyderabad,Consumer,Retail Store,Technology,Phones,P10096,C1182,5,28802.29,0.1554,121630.97,82832.04,38798.93,0.3189889055394362,2025,3,Mar,Q1
SO03063,2024-08-24,East,Patna,Consumer,Distributor,Furniture,Bookcases,P10031,C1157,8,4141.69,0.4316,18833.64,16143.39,2690.25,0.14284280680739359,2024,8,Aug,Q3
SO03064,2023-07-15,Central,Indore,Consumer,Online,Office Supplies,Pens,P10083,C1494,10,809.61,0.2914,5736.73,3598.14,2138.59,0.3727890278956828,2023,7,Jul,Q3
SO03065,2024-05-06,South,Chennai,Corporate,Online,Furniture,Tables,P10018,C1030,2,9757.46,0.5022,9713.6,6472.34,3241.25,0.33368164223356944,2024,5,May,Q2
SO03066,2025-07-27,West,Pune,Consumer,Retail Store,Office Supplies,Envelopes,P10041,C1165,2,1010.84,0.4072,1198.48,663.84,534.63,0.44609004739336494,2025,7,Jul,Q3
SO03067,2025-05-13,South,Kochi,Consumer,Retail Store,Technology,Laptops,P10064,C1478,3,19050.14,0.1512,48508.92,30892.86,17616.06,0.3631509421360031,2025,5,May,Q2
SO03068,2024-12-04,Central,Nagpur,Consumer,Online,Office Supplies,Binders,P10083,C1257,3,958.05,0.3134,1973.42,1178.81,794.61,0.40265630225699545,2024,12,Dec,Q4
SO03069,2024-05-29,Central,Bhopal,Consumer,Distributor,Furniture,Chairs,P10074,C1290,8,6547.79,0.1823,42831.06,30580.14,12250.92,0.28602887717464853,2024,5,May,Q2
SO03070,2025-05-12,West,Pune,Consumer,Retail Store,Office Supplies,Envelopes,P10032,C1413,6,858.77,0.2976,3619.15,1965.38,1653.77,0.45694983628752606,2025,5,May,Q2
SO03071,2024-08-28,West,Surat,Home Office,Distributor,Technology,Printers,P10038,C1026,2,18116.28,0.031,35108.07,24334.15,10773.92,0.3068787318699091,2024,8,Aug,Q3
SO03072,2025-03-16,West,Pune,Home Office,Retail Store,Technology,Accessories,P10008,C1581,9,21808.2,0.55,88323.2,71331.01,16992.19,0.19238648509111989,2025,3,Mar,Q1
SO03073,2023-05-03,South,Kochi,Consumer,Online,Furniture,Tables,P10083,C1237,8,10065.88,0.1865,65512.47,51323.78,14188.69,0.21657998851211074,2023,5,May,Q2
SO03074,2025-09-17,North,Chandigarh,Consumer,Online,Technology,Laptops,P10094,C1158,9,19053.66,0.0742,158764.09,102534.06,56230.03,0.3541734783980433,2025,9,Sep,Q3
SO03075,2023-06-15,East,Bhubaneswar,Consumer,Retail Store,Furniture,Storage,P10060,C1042,4,11264.53,0.1828,36820.28,25270.71,11549.57,0.31367414913737757,2023,6,Jun,Q2
SO03076,2025-01-23,West,Ahmedabad,Home Office,Retail Store,Furniture,Tables,P10076,C1149,10,7999.83,0.4074,47408.12,32554.21,14853.91,0.31331995447193434,2025,1,Jan,Q1
SO03077,2025-09-08,East,Patna,Consumer,Online,Office Supplies,Paper,P10071,C1020,6,803.75,0.2291,3717.83,2007.44,1710.4,0.46005331066778204,2025,9,Sep,Q3
SO03078,2024-10-15,North,Jaipur,Home Office,Online,Office Supplies,Pens,P10098,C1155,2,865.62,0.2853,1237.36,728.81,508.55,0.4109959914657012,2024,10,Oct,Q4
SO03079,2025-02-11,West,Mumbai,Corporate,Retail Store,Technology,Printers,P10041,C1434,2,29558.38,0.1207,51979.32,33784.15,18195.17,0.3500463261158476,2025,2,Feb,Q1
SO03080,2025-01-09,West,Surat,Home Office,Retail Store,Furniture,Storage,P10025,C1218,10,5282.42,0.1791,43363.55,29002.14,14361.41,0.3311862151507429,2025,1,Jan,Q1
SO03081,2023-02-06,East,Guwahati,Corporate,Online,Office Supplies,Pens,P10058,C1278,2,1185.21,0.3114,1632.3,1026.58,605.72,0.3710837468602586,2023,2,Feb,Q1
SO03082,2024-07-28,West,Mumbai,Consumer,Online,Technology,Printers,P10095,C1135,2,28362.93,0.2015,45294.78,31204.39,14090.4,0.31108220417452076,2024,7,Jul,Q3
SO03083,2025-02-12,Central,Raipur,Consumer,Online,Technology,Phones,P10038,C1286,2,14049.26,0.3158,19225.9,11785.68,7440.23,0.38698994585429025,2025,2,Feb,Q1
SO03084,2025-02-21,South,Kochi,Consumer,Online,Furniture,Bookcases,P10062,C1381,7,13135.4,0.2168,72017.59,50601.56,21416.03,0.29737221142779147,2025,2,Feb,Q1
SO03085,2023-11-17,West,Mumbai,Consumer,Online,Furniture,Chairs,P10077,C1257,6,8574.0,0.3179,35091.66,27333.47,7758.19,0.2210835851025571,2023,11,Nov,Q4
SO03086,2023-06-08,North,Delhi,Consumer,Retail Store,Furniture,Chairs,P10100,C1287,2,3558.41,0.5061,3515.29,2480.41,1034.88,0.29439391913611684,2023,6,Jun,Q2
SO03087,2024-10-26,Central,Indore,Consumer,Retail Store,Furniture,Storage,P10005,C1216,3,8031.24,0.2291,18572.74,12712.24,5860.51,0.3155436408413621,2024,10,Oct,Q4
SO03088,2024-04-23,East,Guwahati,Consumer,Online,Technology,Printers,P10092,C1057,7,20941.02,0.2241,113743.12,74871.59,38871.53,0.34174840640910853,2024,4,Apr,Q2
SO03089,2025-02-22,West,Ahmedabad,Corporate,Online,Technology,Phones,P10039,C1411,1,32971.55,0.244,24928.1,15264.52,9663.58,0.3876581047091435,2025,2,Feb,Q1
SO03090,2025-12-01,Central,Raipur,Consumer,Online,Technology,Laptops,P10014,C1130,3,22611.52,0.3949,41050.06,27743.47,13306.59,0.32415519002895493,2025,12,Dec,Q4
SO03091,2023-09-25,West,Pune,Corporate,Online,Furniture,Tables,P10049,C1027,2,7643.31,0.3187,10414.57,8608.07,1806.5,0.17345891381017173,2023,9,Sep,Q3
SO03092,2023-09-19,South,Bengaluru,Corporate,Online,Furniture,Bookcases,P10088,C1174,2,6771.21,0.1995,10840.52,7069.88,3770.64,0.34782833295819754,2023,9,Sep,Q3
SO03093,2023-07-24,East,Bhubaneswar,Consumer,Retail Store,Furniture,Bookcases,P10023,C1031,7,14714.05,0.321,69941.02,47562.53,22378.49,0.3199623053824494,2023,7,Jul,Q3
SO03094,2025-08-05,West,Surat,Corporate,Retail Store,Technology,Accessories,P10019,C1387,6,20311.5,0.3838,75094.9,49557.89,25537.01,0.3400631733979272,2025,8,Aug,Q3
SO03095,2025-09-18,East,Kolkata,Corporate,Online,Technology,Laptops,P10075,C1396,1,22632.45,0.2019,18062.62,11776.75,6285.87,0.3480043315975202,2025,9,Sep,Q3
SO03096,2025-04-07,North,Delhi,Corporate,Distributor,Office Supplies,Paper,P10091,C1552,8,1270.67,0.5357,4719.9,2714.47,2005.43,0.4248882391576093,2025,4,Apr,Q2
SO03097,2024-08-10,Central,Nagpur,Consumer,Distributor,Technology,Laptops,P10049,C1472,7,22316.02,0.3521,101208.57,76955.31,24253.26,0.23963642604573898,2024,8,Aug,Q3
SO03098,2023-11-11,East,Kolkata,Consumer,Retail Store,Technology,Accessories,P10079,C1043,5,11000.79,0.1802,45091.89,33105.55,11986.35,0.265820527815534,2023,11,Nov,Q4
SO03099,2025-11-25,Central,Bhopal,Consumer,Distributor,Technology,Phones,P10046,C1165,1,25785.07,0.1021,23152.3,14818.48,8333.81,0.3599560302864078,2025,11,Nov,Q4
SO03100,2025-01-18,East,Bhubaneswar,Consumer,Online,Office Supplies,Binders,P10047,C1566,2,1184.19,0.4,1421.02,809.71,611.32,0.43019802676950364,2025,1,Jan,Q1
SO03101,2023-10-24,North,Jaipur,Corporate,Retail Store,Technology,Accessories,P10052,C1337,6,25279.86,0.2515,113525.97,74912.02,38613.96,0.3401332752320901,2023,10,Oct,Q4
SO03102,2023-05-13,North,Delhi,Home Office,Distributor,Technology,Printers,P10092,C1247,9,24302.59,0.1719,181118.84,124942.99,56175.85,0.3101601688703395,2023,5,May,Q2
SO03103,2025-04-26,West,Pune,Home Office,Online,Furniture,Bookcases,P10033,C1177,5,9423.02,0.207,37361.92,28969.97,8391.95,0.22461238608722467,2025,4,Apr,Q2
SO03104,2024-10-25,South,Bengaluru,Corporate,Online,Office Supplies,Pens,P10060,C1477,2,902.83,0.4733,951.03,515.7,435.33,0.45774581243493895,2024,10,Oct,Q4
SO03105,2025-12-29,South,Chennai,Consumer,Online,Furniture,Tables,P10099,C1431,8,9149.79,0.4212,42365.7,32970.98,9394.73,0.22175321073415524,2025,12,Dec,Q4
SO03106,2024-10-07,East,Kolkata,Consumer,Online,Technology,Phones,P10076,C1305,6,13963.35,0.2848,59915.47,32926.69,26988.78,0.45044760560169184,2024,10,Oct,Q4
SO03107,2023-09-22,West,Mumbai,Corporate,Online,Furniture,Bookcases,P10063,C1408,6,14835.68,0.2799,64094.9,43356.26,20738.64,0.3235614690092347,2023,9,Sep,Q3
SO03108,2025-09-01,South,Hyderabad,Home Office,Distributor,Furniture,Tables,P10075,C1387,8,8929.34,0.4052,42488.85,33886.78,8602.07,0.2024547616610005,2025,9,Sep,Q3
SO03109,2025-12-02,North,Lucknow,Corporate,Online,Furniture,Storage,P10026,C1497,6,6559.74,0.3896,24025.94,18864.77,5161.17,0.21481656909157354,2025,12,Dec,Q4
SO03110,2025-04-27,West,Ahmedabad,Consumer,Online,Technology,Phones,P10059,C1220,10,10224.06,0.161,85775.65,53376.73,32398.91,0.37771686953115485,2025,4,Apr,Q2
SO03111,2024-11-24,Central,Raipur,Consumer,Retail Store,Office Supplies,Binders,P10020,C1519,2,1092.69,0.3894,1334.43,722.51,611.92,0.4585628320706219,2024,11,Nov,Q4
SO03112,2024-11-26,West,Ahmedabad,Corporate,Retail Store,Technology,Laptops,P10002,C1182,9,23170.53,0.2368,159144.44,114033.67,45110.77,0.2834580334694696,2024,11,Nov,Q4
SO03113,2025-09-03,North,Lucknow,Consumer,Retail Store,Furniture,Storage,P10012,C1129,7,5482.68,0.2515,28727.53,19447.84,9279.69,0.32302429063689087,2025,9,Sep,Q3
SO03114,2023-03-28,West,Surat,Consumer,Retail Store,Furniture,Tables,P10062,C1028,7,3827.96,0.4372,15079.7,11441.12,3638.58,0.2412899460864606,2023,3,Mar,Q1
SO03115,2023-09-23,North,Delhi,Home Office,Online,Office Supplies,Pens,P10048,C1160,4,1140.7,0.2229,3545.93,2063.11,1482.83,0.4181780238188571,2023,9,Sep,Q3
SO03116,2023-01-28,Central,Bhopal,Consumer,Online,Furniture,Tables,P10099,C1509,9,8727.9,0.2664,57624.46,39758.23,17866.23,0.31004594229603194,2023,1,Jan,Q1
SO03117,2023-07-14,West,Pune,Home Office,Online,Technology,Printers,P10017,C1557,10,24592.25,0.1215,216035.58,138815.44,77220.14,0.35744176954555357,2023,7,Jul,Q3
SO03118,2024-11-28,Central,Raipur,Consumer,Distributor,Office Supplies,Pens,P10064,C1454,8,1124.92,0.1291,7837.26,4982.26,2855.0,0.36428547732243155,2024,11,Nov,Q4
SO03119,2023-08-20,Central,Nagpur,Corporate,Online,Furniture,Storage,P10065,C1425,1,11588.5,0.3172,7913.09,5681.93,2231.16,0.28195812255389485,2023,8,Aug,Q3
SO03120,2024-09-21,South,Bengaluru,Consumer,Distributor,Office Supplies,Envelopes,P10038,C1207,10,150.0,0.0887,1366.89,780.44,586.44,0.4290323288633321,2024,9,Sep,Q3
SO03121,2023-05-19,West,Ahmedabad,Consumer,Online,Office Supplies,Binders,P10094,C1150,10,854.39,0.1933,6892.38,3954.39,2937.99,0.4262663985444795,2023,5,May,Q2
SO03122,2025-10-07,South,Bengaluru,Consumer,Retail Store,Office Supplies,Envelopes,P10070,C1103,7,575.68,0.0508,3825.24,2201.36,1623.88,0.42451715447919613,2025,10,Oct,Q4
SO03123,2025-06-03,South,Kochi,Consumer,Retail Store,Furniture,Bookcases,P10075,C1327,7,4449.72,0.1475,26552.82,18319.22,8233.6,0.31008382537146717,2025,6,Jun,Q2
SO03124,2025-12-13,South,Kochi,Home Office,Retail Store,Technology,Laptops,P10070,C1180,7,17062.37,0.1138,105847.3,71865.32,33981.97,0.32104711220786925,2025,12,Dec,Q4
SO03125,2025-11-19,East,Bhubaneswar,Consumer,Retail Store,Technology,Printers,P10025,C1009,2,12945.47,0.2439,19576.37,13918.35,5658.02,0.2890229393907042,2025,11,Nov,Q4
SO03126,2025-12-25,North,Chandigarh,Consumer,Online,Furniture,Tables,P10001,C1433,8,11885.38,0.2374,72511.35,49390.99,23120.36,0.318851600473581,2025,12,Dec,Q4
SO03127,2024-09-01,West,Ahmedabad,Consumer,Retail Store,Technology,Printers,P10093,C1005,9,9591.44,0.0364,83177.89,48189.16,34988.73,0.42064940574953275,2024,9,Sep,Q3
SO03128,2024-05-13,East,Kolkata,Consumer,Retail Store,Technology,Printers,P10021,C1083,5,1066.62,0.2171,4175.37,2687.16,1488.22,0.3564282925824538,2024,5,May,Q2
SO03129,2024-09-04,West,Mumbai,Home Office,Online,Technology,Printers,P10005,C1164,9,16582.29,0.1624,125009.24,87865.03,37144.21,0.29713171602355154,2024,9,Sep,Q3
SO03130,2023-06-27,North,Lucknow,Corporate,Distributor,Furniture,Chairs,P10016,C1349,4,6821.97,0.2768,19735.23,14472.22,5263.02,0.2666814625418604,2023,6,Jun,Q2
SO03131,2024-01-29,West,Mumbai,Consumer,Online,Office Supplies,Binders,P10082,C1177,7,1144.79,0.1617,6717.56,4559.42,2158.13,0.32126694811806666,2024,1,Jan,Q1
SO03132,2025-08-27,West,Mumbai,Corporate,Online,Office Supplies,Pens,P10076,C1345,5,817.35,0.2258,3164.14,1788.69,1375.45,0.43469947600295816,2025,8,Aug,Q3
SO03133,2025-06-04,North,Lucknow,Corporate,Distributor,Technology,Laptops,P10050,C1265,2,18852.17,0.1504,32033.48,22461.59,9571.89,0.29880893365316535,2025,6,Jun,Q2
SO03134,2025-07-19,North,Lucknow,Consumer,Online,Furniture,Tables,P10073,C1571,3,6303.43,0.55,8509.64,6009.57,2500.07,0.2937926868821713,2025,7,Jul,Q3
SO03135,2024-09-15,West,Surat,Consumer,Online,Office Supplies,Binders,P10065,C1173,2,1048.63,0.1614,1758.66,978.82,779.84,0.443428519440938,2024,9,Sep,Q3
SO03136,2024-05-31,South,Kochi,Consumer,Retail Store,Office Supplies,Envelopes,P10072,C1222,5,1199.5,0.55,2698.88,1686.18,1012.69,0.37522601968223857,2024,5,May,Q2
SO03137,2024-12-25,South,Hyderabad,Home Office,Online,Furniture,Chairs,P10047,C1125,6,5085.24,0.2784,22015.75,16921.26,5094.5,0.23140251865142,2024,12,Dec,Q4
SO03138,2023-02-20,East,Guwahati,Consumer,Online,Technology,Phones,P10050,C1314,9,21944.34,0.1658,164751.09,105363.34,59387.75,0.3604695422652439,2023,2,Feb,Q1
SO03139,2025-12-23,North,Delhi,Corporate,Online,Office Supplies,Paper,P10018,C1548,4,1028.15,0.5297,1934.35,1093.69,840.66,0.43459560058934527,2025,12,Dec,Q4
SO03140,2025-06-05,East,Bhubaneswar,Consumer,Retail Store,Office Supplies,Binders,P10011,C1150,6,1104.31,0.3002,4636.76,2439.45,2197.3,0.4738869382931185,2025,6,Jun,Q2
SO03141,2023-05-11,Central,Nagpur,Home Office,Online,Technology,Phones,P10089,C1416,2,20943.15,0.1122,37185.72,24635.3,12550.42,0.3375064406444194,2023,5,May,Q2
SO03142,2023-08-22,North,Lucknow,Corporate,Distributor,Technology,Laptops,P10024,C1294,2,19552.64,0.3421,25727.39,16624.91,9102.49,0.35380541904950324,2023,8,Aug,Q3
SO03143,2023-12-30,East,Kolkata,Corporate,Retail Store,Technology,Laptops,P10039,C1544,2,18559.47,0.2501,27835.94,17406.19,10429.75,0.37468646648900666,2023,12,Dec,Q4
SO03144,2023-03-30,South,Kochi,Corporate,Online,Office Supplies,Binders,P10070,C1559,9,1108.32,0.2536,7444.97,5026.0,2418.97,0.3249133307454563,2023,3,Mar,Q1
SO03145,2024-07-16,South,Bengaluru,Consumer,Online,Technology,Laptops,P10017,C1473,9,31080.28,0.1246,244873.16,161525.37,83347.8,0.3403713171341441,2024,7,Jul,Q3
SO03146,2025-09-15,Central,Indore,Corporate,Online,Furniture,Chairs,P10078,C1223,7,7646.81,0.2826,38402.45,25787.83,12614.62,0.3284847711539238,2025,9,Sep,Q3
SO03147,2023-07-04,North,Chandigarh,Consumer,Online,Technology,Printers,P10092,C1532,3,16873.13,0.1907,40968.77,30708.45,10260.33,0.2504427152682397,2023,7,Jul,Q3
SO03148,2024-07-01,Central,Indore,Consumer,Online,Furniture,Bookcases,P10029,C1465,9,3406.17,0.2226,23833.04,18114.49,5718.55,0.23994211397287127,2024,7,Jul,Q3
SO03149,2025-02-15,South,Bengaluru,Home Office,Online,Technology,Phones,P10031,C1277,7,27395.61,0.1969,154013.02,100526.57,53486.45,0.3472852490003767,2025,2,Feb,Q1
SO03150,2023-02-12,South,Bengaluru,Consumer,Distributor,Technology,Laptops,P10077,C1032,2,27472.02,0.3109,37862.77,26290.45,11572.33,0.3056387580729038,2023,2,Feb,Q1
SO03151,2024-12-07,North,Chandigarh,Consumer,Retail Store,Furniture,Storage,P10066,C1268,6,9295.26,0.3391,36857.34,26899.17,9958.17,0.27018146182008795,2024,12,Dec,Q4
SO03152,2025-10-03,North,Delhi,Consumer,Distributor,Office Supplies,Pens,P10086,C1498,7,703.8,0.1349,4262.05,2598.7,1663.35,0.39026994052157993,2025,10,Oct,Q4
SO03153,2023-11-26,Central,Nagpur,Consumer,Distributor,Office Supplies,Pens,P10076,C1112,5,918.5,0.3464,3001.73,1771.85,1229.88,0.4097237259846822,2023,11,Nov,Q4
SO03154,2023-01-26,North,Lucknow,Consumer,Online,Technology,Printers,P10076,C1456,10,8834.24,0.1387,76091.02,47117.46,28973.56,0.38077502443783773,2023,1,Jan,Q1
SO03155,2024-02-24,Central,Nagpur,Consumer,Online,Furniture,Bookcases,P10044,C1052,10,8394.53,0.2276,64835.41,46978.55,17856.86,0.2754183246469792,2024,2,Feb,Q1
SO03156,2025-05-12,Central,Nagpur,Consumer,Online,Technology,Phones,P10070,C1315,10,24523.97,0.3584,157337.45,101336.89,56000.56,0.35592644980581545,2025,5,May,Q2
SO03157,2023-09-04,Central,Raipur,Consumer,Distributor,Technology,Laptops,P10067,C1099,3,15217.14,0.1327,39593.58,27467.11,12126.47,0.3062736433532911,2023,9,Sep,Q3
